amount,timestamp,txn_type,country_code,is_international,monthly_income,hour_of_day,day_of_week,is_suspicious,HourlyTxnCount,DailyTxnCount,WeeklyTxnCount,HourlyCreditSum,DailyCreditSum,HourlyDebitSum,DailyDebitSum,UniqueCounterparties7d,UniqueCounterparties30d,InflowOutflowRatio,AvgTxnAmount7d,StdTxnAmount7d,TxnAmountZScore,TxnAmountToIncomeRatio,HourOfDay,DayOfWeek,IsWeekend,IsNightTime,TimeSinceLastTxn,TxnFrequencyAnomaly,IsInternational,CountryRiskScore,UniqueCountries7d,CounterpartyVelocity,SharedCounterparties
129.93,2026-01-25 04:42:39.292663,credit,UK,True,4720.632172461677,4,6,0,2,4,29,198.65862005724335,5241.136072938441,107.20560525050114,640.9215928841428,5,21,1.4943434582257535,1871.9108265452405,12.778020134608873,0.39154265343153455,0.027523855969537478,4,6,1,1,11.724159205776061,5,1,1,4,5,0
639.2,2026-02-03 05:20:39.292663,debit,CA,True,6221.064457518287,5,1,0,2,3,20,10.652702469285188,136.8406215969838,95.70101382791479,94.21130952788344,5,19,0.8195975290662469,220.38404255714747,13.250200024767246,0.1547205579944411,0.10274768962207319,5,1,0,1,4.7184652176947575,0,1,1,2,4,2
72.56,2025-12-03 00:29:39.292663,debit,DE,True,6680.539528567642,0,2,0,0,4,20,12.757444386508185,52728.84635094003,84.26751820599449,2898.4940385030864,6,12,1.3205591583484921,109.67327662316154,9.670526525876756,-0.4206593691073585,0.01086139819841129,0,2,0,1,119.3052388150563,0,1,1,1,3,1
79.56,2025-12-18 08:04:39.292663,debit,UK,True,2442.8290460007065,8,3,0,3,7,18,36.104401138567304,10185.339808252838,3.5430856325737086,874.8878679656076,7,18,1.1880818827763395,92.98141610061677,22.353252457636714,-0.7364144948276001,0.03256879564710113,8,3,0,0,8.430831486583061,2,1,1,2,6,2
174.46,2025-12-25 23:43:39.292663,debit,CA,True,4299.044722193169,23,3,0,2,6,17,2.084287299407036,1191.6506461291267,105.38369949840457,1572.5278508212898,3,18,1.2753609962304129,90.37473337480502,135.03947725843003,0.385492108014221,0.040581108426106065,23,3,0,1,13.867974168463604,1,1,1,1,4,2
1168.4,2025-12-29 07:38:39.292663,debit,CA,True,3736.6464955924575,7,0,0,2,5,25,8.791069009028513,232.90639110887284,4.411438874800349,124.58666186193834,2,13,0.7779572652042794,226.98097081652463,9.393647424466224,1.8630393761094723,0.3126867905160899,7,0,0,0,128.55526499572906,2,1,1,1,4,1
108.22,2026-01-11 08:56:39.292663,debit,DE,True,5124.295191760958,8,6,0,1,5,15,213.64444124612237,93.53240534639019,2076.3250778420484,25410.51658693346,6,11,1.3805304252273656,178.26996185281902,166.17805652445668,-2.7978812515767286,0.02111900192127892,8,6,1,0,19.151376018153503,1,1,1,3,5,1
347.66,2025-11-12 20:52:39.292663,credit,FR,True,7099.92212026347,20,2,0,2,2,15,7198.028161204602,7846.72072656502,1482.5891473448487,2261.629141623044,7,24,0.9219991929077737,8.687321463634033,43.716459323004045,0.13495626827152515,0.048966734298079705,20,2,0,0,90.40142904955613,4,1,1,3,7,1
435.47,2025-11-10 21:35:39.292663,credit,US,False,8349.94147973364,21,0,0,5,6,15,6119.917474923249,470.3313065250452,0.9699544238117425,658.3399574116867,4,13,1.8444821054261538,76.79924136391463,12.40278569815454,0.14081920756492983,0.05215246131448233,21,0,0,0,46.51159902349667,2,0,1,3,4,1
1581.25,2025-12-28 21:54:39.292663,debit,UK,True,5961.070974735466,21,6,0,3,6,21,5811.196562980809,6459.844594077532,27.070890614043194,543.9206664286073,8,12,0.6390421843286191,112.36018031825904,48.60861216051394,0.6541874693996004,0.2652627366293304,21,6,1,0,23.171798967249703,1,1,1,3,2,0
181.96,2025-12-02 00:07:39.292663,credit,US,False,6321.82033707807,0,1,0,2,7,21,164.84572370773785,152.78900695526403,22.734979102155993,52.93888164355642,0,16,1.6466316921951336,173.52205923585572,94.21872778345862,0.09630143681986301,0.028782848973544457,0,1,0,1,133.05278242282614,0,0,1,1,5,2
410.22,2026-01-11 20:34:39.292663,debit,DE,True,6245.2437740663445,20,6,0,2,6,24,4.1500088047940284,1874.3384886047409,1569.588541264257,10174.838972859978,1,19,1.3302924810621317,69.05153605143204,19.346492602933026,0.14576428027748659,0.06568518617374985,20,6,1,0,23.16645728602528,0,1,1,2,4,2
374.11,2025-11-21 20:56:39.292663,credit,DE,True,4397.704951024242,20,4,0,1,5,28,6.7716832810702465,1830.7815657835715,311.68111739253237,5820.994886023981,5,11,0.478531448794335,556.5386166252539,252.91501049807647,0.1725166512649295,0.08506937235815885,20,4,0,0,34.91396690442034,1,1,1,3,2,0
234.27,2026-01-13 04:47:39.292663,credit,CA,True,5864.242993437317,4,1,0,2,9,28,314.3903550973669,1787.967962146236,2796.1383364703324,238.6263116979196,9,12,0.7977039594501405,91.80380649229109,65.6102954640344,-0.2777454488037647,0.03994889029362732,4,1,0,1,237.0175116612763,0,1,1,4,5,0
28.37,2025-12-05 21:06:39.292663,credit,CA,True,8167.092235983724,21,4,0,1,7,16,1968.5978364467303,19.099780635506715,40.23734155298851,1321.0030763417105,3,20,1.0030100468737904,245.88784751847155,30.040854073310953,-0.49815545836952574,0.0034736965348577137,21,4,0,0,12.593780989305804,1,1,1,3,1,0
1851.07,2026-02-01 08:25:39.292663,debit,DE,True,4008.362267113203,8,6,0,5,3,16,138.89682355898586,9845.565154534577,46.946297930368544,428.0856487802843,3,15,0.4711879874863547,544.2596665739006,65.03450707341824,-1.5298087507591056,0.4618020719302721,8,6,1,0,62.220134319168366,0,1,1,2,1,2
144.78,2025-12-20 02:45:39.292663,credit,FR,True,4787.595876682123,2,5,0,3,4,14,561.9986744663312,2603.6257108307195,274.64460961752155,3973.757827377702,3,12,1.038171566221176,336.1988103135596,76.8405386838122,0.5470304122425238,0.030240647650556243,2,5,1,1,79.80840315735415,2,1,1,4,4,6
2756.45,2025-12-11 21:30:39.292663,credit,FR,True,4421.761495623963,21,3,0,2,10,16,30.50026464086989,54.33761481800737,2.606635950981962,2452.6853802731757,4,21,1.1622879823102183,395.6568615398799,65.1701697536169,1.0228849250968883,0.6233827859616458,21,3,0,0,67.90070231921521,1,1,1,1,1,0
757.86,2025-12-11 00:36:39.292663,debit,US,False,2455.5707807885015,0,3,0,1,3,16,237.68079630584177,2570.5837481839394,1.5783789213480561,3405.1008491659218,9,18,1.8300227232614679,151.91458380361746,446.58045331244955,-0.37996364283324646,0.30862885563276077,0,3,0,1,65.11620274238017,1,0,1,1,5,1
47.26,2026-02-03 07:59:39.292663,credit,DE,True,5151.104543018831,7,1,0,1,5,18,95.69171649138046,5496.081673466028,76.61235793768674,668.3650042962574,5,17,0.6479286136055847,418.48683345083896,8.030544336302903,0.2147733558186045,0.009174731284390326,7,1,0,0,29.769773025595626,0,1,1,3,3,1
2605.73,2026-01-29 22:14:39.292663,credit,FR,True,6186.271200839472,22,3,0,2,4,25,2547.006194909395,447.0398471368399,111.33415704869702,17675.031577192378,5,8,1.2211763134242377,599.8444480085197,53.534727108187944,-0.8834298853970153,0.4212117308478821,22,3,0,1,41.43050449516703,0,1,1,0,1,0
430.66,2025-12-18 21:01:39.292663,debit,CA,True,2906.028959484232,21,3,0,2,5,34,1433.4380137732603,1005.720171860621,20.730800663638142,898.9058105151602,9,15,1.36074762391763,788.2366733810387,23.137895371582186,-1.113795269872691,0.14819535730863276,21,3,0,0,27.904886838097063,1,1,1,2,4,1
77.95,2025-11-30 20:58:39.292663,debit,UK,True,4761.584489272504,20,6,0,0,4,17,80.19651478874987,320.90656711771703,6.083488011772583,1793.8975611998408,13,10,0.44702680039671155,102.0164884585965,42.989628354288776,-1.5727005441839774,0.016370601041652326,20,6,1,0,90.93259548658648,3,1,1,1,3,1
338.17,2025-11-27 22:53:39.292663,debit,CA,True,8040.835133507697,22,3,0,1,2,25,17.283709348747713,1067.9679716822309,1350.7706530409123,5647.553851085067,4,12,0.4992370781881018,559.2271044429334,48.38052405366476,1.0006059790159036,0.04205657675914545,22,3,0,1,24.80337633288903,0,1,1,1,3,3
167.45,2026-02-01 20:35:39.292663,credit,UK,True,3779.2995508348927,20,6,0,2,7,29,2965.33191507746,3163.8413498982554,320.16328713086256,614.3037317906294,13,22,0.7617054724074921,129.04331237283293,68.67750854656337,0.8531865355162179,0.04430715209198177,20,6,1,0,113.08364198179042,1,1,1,1,4,1
694.13,2025-11-10 23:17:39.292663,credit,UK,True,7521.304050582439,23,0,0,2,1,21,93.51900781885138,82.27897231194964,15.617161288156101,31.61818566126175,9,16,0.5820944542320442,113.2453236845584,187.7501804488279,1.0720802874254054,0.09228851743418717,23,0,0,1,9.527235169345726,1,1,1,3,3,3
744.08,2025-12-13 08:09:39.292663,credit,US,False,3579.6356763972776,8,5,0,1,2,18,44.67655725649537,95.90929980823645,259.1701570916899,9208.812017953318,4,18,0.7046478909561891,233.92463614863829,26.437337390410477,0.7067068739779295,0.20786472905781264,8,5,1,0,45.923501017376246,3,0,1,1,4,1
237.71,2026-01-24 05:51:39.292663,credit,US,False,6721.096789598411,5,5,0,4,2,15,39.90843988968093,584.2197397766178,210.42742648060573,1229.1569191386836,1,15,2.6480959662502457,61.481577207488854,436.8320607786301,-0.4007751024934638,0.03536773943917616,5,5,1,1,155.40970296373717,0,0,1,1,2,1
302.99,2025-12-01 03:21:39.292663,credit,FR,True,2121.6750311636774,3,0,0,3,8,21,2006.3715333706452,17792.471238412356,81.27348839960915,519.6871491031508,4,12,0.8114065296091507,112.44516488329053,91.4678407997711,-0.7876041488333632,0.14280697823635072,3,0,0,1,9.872321991680426,3,1,1,3,3,0
531.98,2026-01-04 06:10:39.292663,credit,US,False,7597.443626260143,6,6,0,2,4,19,347.8840426750384,631.0044720023933,257.04547284637675,349.2649485160253,6,11,0.6455607123400916,99.59121248351029,167.38721889318592,0.2270111759839359,0.07002092100574997,6,6,1,0,44.27920865128179,0,0,1,2,1,1
264.31,2025-12-31 05:24:39.292663,credit,FR,True,1552.4086866648177,5,2,0,5,4,15,694.3301340132963,70976.78706179438,73.5633711628341,24.5002879614163,3,12,0.7427054318664384,264.6734567957957,83.60852268033017,-0.41897749703767007,0.17025800117612166,5,2,0,1,108.07521149104844,3,1,1,0,3,1
77.93,2025-12-30 20:45:39.292663,credit,CA,True,3985.2812601877044,20,1,0,1,10,11,145.70981818379252,1073.4481737126682,6259.59240487734,804.8955365066548,11,20,1.018035176878073,1587.943305537468,95.00471760941016,0.0996581019492877,0.01955445423099938,20,1,0,0,21.68079482571764,0,1,1,1,1,4
127.49,2026-02-03 00:03:39.292663,credit,UK,True,5340.236416071523,0,1,0,1,2,22,5283.054532658105,3351.119605897273,3.4060893517963766,670.0645053515493,3,26,0.9993176832828123,128.9082412147742,102.81376705327186,0.5398145757411464,0.023873474892668962,0,1,0,1,14.363391382427237,0,1,1,1,4,0
880.8,2025-12-23 07:58:39.292663,credit,UK,True,7103.245180855388,7,1,0,1,7,25,230.32347297697154,397.5513809262088,1749.1578312007232,1767.353736051391,4,15,0.8441276985877909,173.01705869658232,105.96663119458924,0.04665972663922611,0.12399966178471854,7,1,0,0,58.69978736288049,2,1,1,1,1,2
117.72,2025-11-25 02:12:39.292663,debit,US,False,3447.7810261074565,2,1,0,1,6,17,775.1608363070153,1093.6600541494088,123.41257418672619,154.83349585221725,3,14,1.398214615327774,95.19023296687232,386.98186011243945,1.394234301180491,0.034143699703837,2,1,0,1,19.69331097928723,0,0,1,4,3,0
95.46,2025-12-25 20:54:39.292663,credit,FR,True,8253.517083994908,20,3,0,4,4,18,28.715121303375067,6422.75356409044,43.53235402620272,6762.020561307932,11,18,0.6132327810917441,73.65472621304424,185.11967917804273,1.3100862819438885,0.0115659783615296,20,3,0,0,6.4868141248761635,1,1,1,2,0,2
111.71,2026-02-04 06:01:39.292663,debit,FR,True,3946.0285197079766,6,2,0,2,6,19,139.5038337991441,65695.67739688572,385.61247874040384,11201.169318351656,12,13,1.4787191737801844,120.10590924956477,18.313745582928814,0.01172132260185984,0.028309476082617625,6,2,0,0,28.451646002445628,1,1,1,4,6,0
397.75,2026-01-17 07:34:39.292663,credit,DE,True,2291.8518334963537,7,5,0,1,3,17,11.763564553244791,1872.2438042041304,40.84602286234697,910.831445260808,4,20,0.9084193565220744,3659.363279249354,64.51184267618777,-0.4413757030362911,0.17354961354251647,7,5,1,0,94.95060029691545,0,1,1,2,6,0
193.18,2026-01-20 01:59:39.292663,credit,FR,True,7021.185750465598,1,1,0,1,3,25,3560.578458277772,546.6250611955759,6.143137624221555,7076.620657753105,3,15,0.4619336313366773,82.37988951757835,54.60322305825862,-0.8886779294985375,0.027513871141664297,1,1,0,1,101.133057221434,1,1,1,1,2,1
473.85,2025-12-25 01:50:39.292663,credit,UK,True,8838.785819299042,1,3,0,4,3,17,38.46303112122667,1467.2674806376315,14.974370095250343,28.630192016161285,6,21,0.3061663085152617,96.6101234707359,31.70070344963685,0.4883813551578779,0.05361030459244442,1,3,0,1,18.97567723900737,2,1,1,2,3,0
460.02,2025-12-30 02:06:39.292663,debit,CA,True,5069.496630509019,2,1,0,4,2,19,5350.797127779623,423.45783524037364,4.011690105622993,711.7486722237296,2,19,2.0501523897367457,1120.4924913030734,78.67838469490793,0.5674843224573237,0.09074273710559902,2,1,0,1,82.40400340433463,0,1,1,1,5,0
733.22,2025-11-18 22:06:39.292663,credit,CA,True,4297.669410156177,22,1,0,4,7,24,147.32598990604077,1884.2796237087764,65.03044013887072,28136.671930012704,4,11,0.814318884509916,80.40575184980098,116.71148299137498,0.13849969567009054,0.1706087486085522,22,1,0,1,37.90615827552365,0,1,1,2,1,0
29.93,2026-01-26 07:35:39.292663,debit,DE,True,3784.246295591729,7,0,0,2,5,15,940.1442233198937,228.01979374679374,2144.0451770636055,1449.913317016285,5,29,1.6693690858492731,92.36149088081483,15.284160877569528,0.2093995899055666,0.007909104657079396,7,0,0,0,130.19918928617162,0,1,1,2,4,0
171.71,2026-01-27 21:48:39.292663,debit,FR,True,944.1116742682443,21,1,0,0,3,17,323.51807815384484,1843.0841702341088,75.62816936459762,976.847077959609,6,14,1.0747788583265179,319.0449717769654,93.25346761972146,-0.9067663513919845,0.18187467084663245,21,1,0,0,45.275967066353395,1,1,1,1,6,0
178.16,2025-11-12 08:37:39.292663,debit,CA,True,4862.305672262511,8,2,0,3,4,27,18.277194492207183,133.21968921466583,78.60215188489398,387.9702214172987,5,10,1.303263561800326,334.0526946136361,120.58255359208104,1.6118645910278384,0.03664105303299437,8,2,0,0,122.92096831395867,0,1,1,0,1,1
218.85,2025-12-04 03:14:39.292663,credit,UK,True,7205.200093116506,3,3,0,5,7,23,537.1122011951154,5095.017683772716,1987.0990004855923,14434.219231931897,6,12,0.972362414335786,308.24209137265166,82.54849398215302,0.7441963931092633,0.030373896237674027,3,3,0,1,58.90610593698057,1,1,1,1,2,2
35.56,2025-12-26 23:08:39.292663,debit,DE,True,3063.6216606141397,23,4,0,2,3,19,49.354718078401845,2407.751291343656,10.718769219438316,657.651326805914,4,23,0.33664620438401527,146.18252708152875,12.196765743537624,0.45109040993272514,0.01160717736695711,23,4,0,1,191.35638141526684,2,1,1,4,1,1
63.81,2025-12-13 01:05:39.292663,debit,CA,True,2750.5766832086274,1,5,0,3,6,22,150.629791229501,12302.847125004404,2.6785732992312408,10069.652210173559,2,20,1.2842834186174552,361.115495873548,3.864387797062943,-0.4489757868645888,0.023198771512003,1,5,1,1,25.581512175889515,3,1,1,0,3,1
371.2,2025-11-11 23:06:39.292663,debit,DE,True,5025.533913583275,23,1,0,2,5,16,41.21249899811814,209.04597218321103,295.64283555978034,1285.2096461366796,4,13,0.4046847069901718,2300.5984863352037,48.00626324491926,-0.46802692575152205,0.07386279873601118,23,1,0,1,10.373742609570925,0,1,1,2,4,1
67.24,2025-12-01 21:04:39.292663,debit,UK,True,6859.811357029488,21,0,0,2,6,13,1385.230939576011,45.417610378767996,22.506723241077246,5422.304207840441,3,14,1.0234806849279783,32.49769084748844,24.64639862100272,1.8514867713903629,0.009802018816610287,21,0,0,0,42.23363734749761,1,1,1,1,1,0
228.56,2026-01-08 07:33:39.292663,credit,CA,True,7908.170185256341,7,3,0,1,4,23,44.35764145966453,495.02641525742007,141.33683655701793,636.0844950381642,6,19,0.5270163864672432,50.33595854221657,117.85945466579149,1.4625573176833666,0.02890175535500205,7,3,0,0,14.109561317516,0,1,1,0,3,1
55.97,2026-02-06 03:57:39.292663,debit,DE,True,8668.664275993944,3,4,0,3,3,19,316.46122852570244,1092.5365023822724,287.7573268494072,8218.953049173784,4,21,0.5000572406118051,220.87742504074325,30.101992467530494,0.2016032531323171,0.006456588722093809,3,4,0,1,28.289921794123604,3,1,1,5,2,3
106.15,2026-01-15 03:38:39.292663,credit,UK,True,3834.5626820708635,3,3,0,1,3,20,41.79527777958267,5153.381039236837,373.794293803575,16719.507016338233,8,18,1.0291968402931935,8820.63173676124,103.18079408351156,0.8877409702023562,0.02768242660273152,3,3,0,1,84.58466258445935,0,1,1,0,6,1
370.46,2025-12-21 04:58:39.292663,debit,UK,True,239.8867146246439,4,6,0,3,4,20,37.32839809594924,119.76215062316885,886.2984256179337,1149.813002438594,1,12,0.7299177108543714,166.10743466791425,261.1045566405254,-0.5284467434725002,1.544312283319512,4,6,1,1,4.994787458779248,0,1,1,5,7,2
75.9,2026-02-06 00:30:39.292663,credit,FR,True,3641.336023247965,0,4,0,4,4,20,92.26919550376437,804.6296942806181,30.570526642189435,680.5793400924739,7,12,0.8601880358120181,381.1591627954858,407.5448947213652,0.4286879773324033,0.02084399778417028,0,4,0,1,86.73568413803835,2,1,1,3,5,0
75.33,2026-01-29 06:38:39.292663,credit,FR,True,479.58386462966973,6,3,0,1,4,21,2442.3131542046535,42779.69148064065,385.0354550304819,414.4710327008523,8,9,1.3119510798851437,1582.7989795027897,68.4401204101974,0.733493337802899,0.1570736748163309,6,3,0,0,36.13033403750296,0,1,1,3,7,1
69.88,2026-01-06 05:46:39.292663,debit,CA,True,6598.2520236799755,5,1,0,2,1,20,4.109875079511853,24.107360407401657,103.21802839643594,5479.165096826107,2,17,0.9190685780086857,357.6397580565098,242.21126852299847,1.668404757288356,0.010590683676405943,5,1,0,1,18.78600733538142,2,1,1,2,4,1
264.32,2026-02-03 23:52:39.292663,debit,DE,True,6520.775565664416,23,1,0,3,3,22,184.2218062702584,543.488337768027,561.3733613894162,753.9656624261495,4,13,0.5273449148509721,423.52351356436947,118.2472715294829,-1.5286734698171727,0.04053505558323381,23,1,0,1,13.840792456093707,0,1,1,2,2,1
62.62,2026-01-17 01:45:39.292663,debit,FR,True,3510.2859707311854,1,5,0,0,5,21,319.2483492962059,1077.5533247801568,80.04914702210228,360.00982968731034,5,18,1.3155654933424406,327.5575944164496,129.735986183361,-0.45867351367167597,0.017839002440862783,1,5,1,1,119.5798149085155,1,1,1,4,2,1
50.09,2026-02-07 21:12:39.292663,credit,DE,True,3339.377658267223,21,5,0,6,3,24,810.4678315633398,926.8892469905801,92.7852605109864,905.1192146513287,3,11,0.9763806161625082,306.9220208860551,198.83097030942935,0.9899416040439827,0.014999800898827152,21,5,1,0,55.813189476586345,0,1,1,2,2,2
335.47,2025-12-23 01:08:39.292663,debit,DE,True,1964.7750163457927,1,1,0,4,3,15,1499.3467832221056,39.52197912626023,5.00544087128596,1422.519934614936,4,10,1.0812540610832275,89.35274566960062,79.42740277358526,-0.18830813387482523,0.170742195523194,1,1,0,1,32.236174375494045,3,1,1,2,6,0
1313.97,2026-01-30 20:39:39.292663,debit,US,False,4828.639949264303,20,4,0,2,6,18,1257.486423637809,1705.1992647996772,47.74919598870489,73.84310645869166,6,17,1.1268753277350663,166.70159118921737,100.3595014290915,-1.7200982417970965,0.27212010292881705,20,4,0,0,52.43867685534084,4,0,1,0,3,2
1034.08,2026-02-06 08:37:39.292663,credit,UK,True,4464.960131173177,8,4,0,2,8,19,198.37644282068072,1633.0227667006075,381.2422935924968,180.89578405732954,2,18,0.7801102293072117,220.340588694584,166.33292886284414,1.1662655665915131,0.2315989324922132,8,4,0,0,59.13288286946283,1,1,1,4,4,0
317.2,2025-11-14 23:37:39.292663,credit,FR,True,2149.184121405768,23,4,0,2,5,11,23.13368753432047,65436.131744668084,3142.7351968654784,29432.467748513867,5,9,0.5411585288182876,149.3103379549088,383.89805743116784,0.14683693293796451,0.1475908912785571,23,4,0,1,12.494559370524506,1,1,1,1,2,1
50.77,2026-01-10 08:15:39.292663,credit,CA,True,7900.902016812484,8,5,0,1,4,26,464.30062732919885,474.9101800258367,12554.478559151923,1600.201635443459,5,15,1.1233931460673214,931.6026579017552,18.970442880277428,0.04329415376893016,0.006425848579309745,8,5,1,0,65.85850402143363,2,1,1,3,4,1
155.74,2025-11-14 03:15:39.292663,credit,CA,True,6049.254657864488,3,4,0,1,2,14,866.1562145494939,133.31919538354103,57.08902408505259,20035.352574992008,3,6,0.8430074507291635,143.39710330819136,117.97318053696505,0.004847494081095816,0.025745320507796154,3,4,0,1,32.406923533238796,1,1,1,3,2,0
101.81,2026-02-04 02:47:39.292663,debit,FR,True,1818.0723441793994,2,2,0,2,5,29,3.186070945514818,1668.4028604044784,12.636206599447076,67.16054388895644,5,13,0.761830464374508,120.11235719708719,21.692927686065143,-2.312841578707595,0.05599887173134065,2,2,0,1,38.13876003812706,4,1,1,4,2,2
142.98,2025-12-22 07:15:39.292663,debit,CA,True,6245.1911546867495,7,0,0,1,3,16,132.2295100437844,331.7804819858657,649.3096334561686,270.0884610489283,5,18,2.5013877176504677,63.435705435903394,360.915626958534,1.1247174122518349,0.022894415312283853,7,0,0,0,26.433569686495165,0,1,1,3,4,0
1222.34,2025-12-31 06:34:39.292663,debit,UK,True,4961.656119343456,6,2,0,2,2,22,33.63814990046079,4512.4173534394085,126.03585429637349,461.8940440589788,3,11,1.1930690202490426,1233.935029825835,29.920018323549645,-0.42741866355842245,0.24635725866502498,6,2,0,0,25.91859348836395,2,1,1,4,2,0
230.68,2026-01-14 03:17:39.292663,debit,DE,True,4453.289252785078,3,2,0,3,3,25,2509.919271351264,98.1274936185181,2304.2099530797,42.0284504658494,4,14,3.212593557691579,99.6536403510662,14.712034962641509,0.23932939518392904,0.05179991393007611,3,2,0,1,10.71616218857037,0,1,1,1,4,1
404.73,2026-01-12 21:52:39.292663,debit,US,False,2759.284394561588,21,0,0,2,2,13,11.950956758176183,1780.9597418637761,84.47881060407688,235.39346203119936,8,13,1.000086518681846,114.2734115071112,51.994800436430154,-0.24601954226063494,0.146679334974569,21,0,0,0,31.035137690079992,3,0,1,2,3,0
155.36,2025-11-17 01:25:39.292663,debit,DE,True,1371.3779888286408,1,0,0,1,3,18,25.024999593873833,1018.6529746226939,432.0931738901289,13058.961837548468,5,10,1.3449574057603966,54.44924848594952,19.157902616984703,1.3982013300701288,0.11328751173314396,1,0,0,1,1.3357949000431963,1,1,1,1,4,0
1056.88,2025-11-14 00:38:39.292663,credit,UK,True,5118.400299582608,0,4,0,2,2,19,18.830708405447016,327.589942119836,3544.632597287383,69.63524977059623,6,14,0.830197161160375,88.08191095657814,31.095347780873308,-0.3117248569535693,0.20648638991486967,0,4,0,1,237.4125908702856,0,1,1,7,1,2
232.44,2026-01-14 01:28:39.292663,debit,CA,True,3757.69550920865,1,2,0,2,4,28,30.72958818189159,3263.745032256082,33.17937695823663,77.03407732393184,6,16,0.9819795168699956,148.91731604040638,42.27082656031004,1.0340616174933688,0.0618570609115028,1,2,0,1,36.31617507150464,0,1,1,1,0,2
140.97,2026-01-17 01:43:39.292663,debit,FR,True,3920.6582635499644,1,5,0,1,8,28,439.5216156535561,321.8144149467673,46.12108996482665,57.96186897246296,3,14,0.6839230541677727,122.85575308455505,10.234061884998944,0.8751555481030541,0.03595569685595565,1,5,1,1,2.1473033797139323,1,1,1,3,5,0
424.14,2026-01-25 00:15:39.292663,debit,FR,True,3059.3328952332686,0,6,0,0,9,28,21.52751265952276,113.51861909187677,2265.757838472116,127.71029345880197,6,9,0.45305956862926794,286.6171974645288,10.906986679290542,-0.07901404027875676,0.1386380673580343,0,6,1,1,160.09676776044915,0,1,1,2,3,0
565.75,2025-11-18 08:04:39.292663,debit,CA,True,2540.9283067724978,8,1,0,3,12,15,328.4219149442314,2017.9432840182183,40.31444301129301,3007.727456842609,1,22,0.44168806961490925,753.670527639965,24.278967806541807,0.09708635060957217,0.22265484566883315,8,1,0,0,46.203778680249535,4,1,1,1,4,0
245.82,2026-02-07 08:46:39.292663,debit,US,False,5052.56708532809,8,5,0,4,4,16,699.1074380584666,37.27977552387136,29.265681817810872,17979.670543692726,9,15,1.163266715009441,126.17635612196018,45.750422636693024,0.49174163740177207,0.04865249601807862,8,5,1,0,99.02595109921747,1,0,1,2,2,2
1051.31,2026-01-19 22:56:39.292663,credit,US,False,6841.887435981491,22,0,0,2,7,17,2326.022537859465,10589.579663207154,293.54288255870983,1521.7851873153754,5,14,0.6199015057798848,850.5060322082871,21.361477897479617,-0.9982886320639963,0.15365789189561346,22,0,0,1,4.016747954277309,1,0,1,2,3,0
124.98,2026-01-24 07:52:39.292663,credit,FR,True,6855.826675191996,7,5,0,4,7,21,565.5546809429097,2480.94625688109,3309.246208345224,2258.46780648689,4,15,0.37004766763123187,72.27315521072616,48.74015848841798,-1.9786727574597567,0.0182297490763942,7,5,1,0,92.38157072665322,1,1,1,1,5,0
441.6,2026-02-09 04:01:39.292663,debit,DE,True,7319.563833450456,4,0,0,0,9,19,609.3607222282881,149.58280002942573,60.916660112232734,417.877209350565,3,23,2.267237929214819,206.31141036296654,178.82397901218235,-1.060013944980818,0.06033146373857484,4,0,0,1,37.958654151867016,1,1,1,1,5,1
83.73,2025-12-08 21:05:39.292663,credit,US,False,5488.748383690434,21,0,0,3,7,13,21838.99594674448,3590.0145884086705,28.687430009656545,550.1083029129129,4,16,1.7486538611329066,50.27269562196807,98.325727941657,0.87522816438797,0.015254843936515635,21,0,0,0,60.39532125177954,1,0,1,1,2,3
350.1,2025-12-27 23:18:39.292663,credit,US,False,5377.981133156095,23,5,0,2,10,19,118.51775485388772,879.1469695500801,420.5541996447535,853.2552187455302,1,13,0.8497779409864556,417.21922690325977,127.33285276011996,-0.7237531601099662,0.06509877802314679,23,5,1,1,56.49533744736015,2,0,1,0,4,1
209.81,2026-01-31 22:55:39.292663,debit,DE,True,5788.801513978713,22,5,0,2,8,19,184.8585591690243,15521.155979447694,770.9532224895454,3189.6879808936915,6,8,1.0635798905463312,746.4693329743205,40.188526828392234,-1.655833633562398,0.036244117110139966,22,5,1,1,3.7675377866077033,0,1,1,3,5,3
785.0,2025-11-20 07:56:39.292663,debit,CA,True,5298.310203496797,7,3,0,0,4,17,733.1561427666016,73.13633738184643,41.51647320018991,1630.3643789243506,7,15,1.7650860779345134,78.58539250849935,51.53930646204867,-0.562653992737664,0.14816044547220225,7,3,0,0,34.5679146465349,1,1,1,2,4,1
328.9,2025-12-22 22:28:39.292663,debit,FR,True,4518.533725905899,22,0,0,3,6,21,363.2120363098124,14406.693645867514,15.855383704262193,675.9613309757779,2,20,1.786180155508367,249.4873386174834,86.5189211117849,-0.07072212421678012,0.07278909928553436,22,0,0,1,0.7175719165699125,2,1,1,1,4,0
500.73,2025-12-03 04:28:39.292663,credit,UK,True,5390.921506345306,4,2,0,1,4,25,86.89442243797596,171.50159898003272,43.25101962114633,5216.195050749641,8,19,0.797043570703377,23.538896660265912,37.02544186016082,0.8013158157353097,0.0928839344833018,4,2,0,1,23.184932448913905,1,1,1,4,0,0
